T_index,h_index,T,h,M_mean,M_abs_mean,chi_est,energy_density,C_est,omega_abs,omega_abs_proxy
0,0,2.0,-0.05,0.7822916666666667,0.7822916666666667,0.5211024305555556,-1.394565972222222,0.5558714301215277,3.996527777777775,2.1
0,1,2.0,-0.025,-0.7038194444444444,0.7038194444444444,1.785685763888889,-1.4471093750000004,0.7762483479817707,0.8541666666666662,0.95
0,2,2.0,0.0,-0.13125,0.275,5.622881944444445,-1.2572916666666667,0.7576345486111111,5.944444444444439,3.12
0,3,2.0,0.025,0.8229166666666667,0.8229166666666667,0.4942708333333333,-1.4893229166666666,0.69524560546875,15.975694444444432,12.4
0,4,2.0,0.05,0.2489583333333333,0.3940972222222222,12.446796875,-1.2749479166666666,1.5322546766493057,4.277777777777773,2.95
1,0,2.1,-0.05,0.3826388888888889,0.4354166666666667,4.816104497354497,-1.0874652777777776,0.8787430319349963,7.861111111111105,4.2
1,1,2.1,-0.025,-0.7892361111111111,0.7892361111111111,0.4853753306878307,-1.4402170138888892,0.5784027162659043,4.4739583333333295,2.05
1,2,2.1,0.0,-0.7256944444444444,0.7256944444444444,1.3047288359788358,-1.3718750000000002,0.9399368543713784,1.586805555555554,0.88
1,3,2.1,0.025,-0.7746527777777779,0.7746527777777779,0.7476769179894179,-1.3726475694444444,0.7824840733457735,4.975694444444441,2.6
1,4,2.1,0.05,-0.1788194444444444,0.2225694444444444,4.478298611111111,-1.1598090277777775,0.6317052370716805,1.4548611111111105
2,0,2.2,-0.05,-0.7899305555555556,0.7899305555555556,0.6560527146464646,-1.4360243055555555,0.5236413764778466,5.010416666666674
2,1,2.2,-0.025,0.1909722222222222,0.3881944444444444,11.9291351010101,-1.0900173611111112,1.0382134107409318,2.288194444444448
2,2,2.2,0.0,-0.448611111111111,0.448611111111111,1.736868686868687,-1.1423611111111112,0.6384154040404039,2.590277777777781
2,3,2.2,0.025,-0.1722222222222222,0.4083333333333334,10.833207070707068,-1.122083333333333,0.4407827924127638,6.420138888888897
2,4,2.2,0.05,0.5399305555555556,0.5399305555555556,2.5089567550505043,-1.2263020833333331,1.2273797545770198,3.843750000000005
3,0,2.3,-0.05,-0.6194444444444445,0.6194444444444445,0.905072463768116,-1.2077083333333334,0.7141394927536231,3.781250000000005
3,1,2.3,-0.025,-0.3315972222222222,0.3322916666666666,3.1939538043478266,-1.0371093749999998,0.5121698742878336,1.909722222222225
3,2,2.3,0.0,-0.2076388888888888,0.2215277777777777,2.3544384057971017,-1.0166666666666666,0.6225582860743542,4.472222222222228
3,3,2.3,0.025,0.509375,0.5135416666666667,3.12704559178744,-1.1432899305555555,0.8927920846953112,1.435763888888891
3,4,2.3,0.05,0.5899305555555555,0.5899305555555555,1.3188330314009662,-1.1906076388888889,0.9693840497663307,0.475694444444445
4,0,2.4,-0.05,-0.0336805555555555,0.3045138888888888,8.103522858796296,-1.0065451388888889,0.5572819537880981,5.857638888888883
4,1,2.4,-0.025,-0.1909722222222222,0.3305555555555556,5.677517361111111,-0.9506076388888888,0.2474637632016782,1.4062499999999984
4,2,2.4,0.0,0.4458333333333333,0.4534722222222223,3.801388888888888,-1.036111111111111,0.6924672067901235,6.534722222222216
4,3,2.4,0.025,0.1149305555555555,0.259375,5.25404369212963,-1.0330815972222225,0.4070128622172792,3.9444444444444415
4,4,2.4,0.05,0.4447916666666667,0.4496527777777778,2.903059895833334,-1.0625173611111112,0.5598105272834684,1.4513888888888868
